罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,船橋東,芝山交番,122041,千葉県,船橋市,二宮１丁目,2018-11-28,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,芝山交番,122041,千葉県,船橋市,飯山満町３丁目,2018-07-07,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,,2018-03-30,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台３丁目,2018-07-13,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台５丁目,2018-05-27,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台５丁目,2018-10-13,11,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台７丁目,2018-03-04,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘２丁目,2018-09-04,21,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘２丁目,2018-09-21,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台１丁目,2018-03-05,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台３丁目,2018-05-12,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台５丁目,2018-07-11,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,西習志野２丁目,2018-07-04,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,二和交番,122041,千葉県,船橋市,咲が丘１丁目,2011-04-09,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,二和交番,122041,千葉県,船橋市,咲が丘３丁目,2018-01-13,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,前原交番,122041,千葉県,船橋市,前原西２丁目,2018-08-19,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,前原交番,122041,千葉県,船橋市,中野木１丁目,2018-02-12,17,駐車（輪）場,キーなし,なし,その他
窃盗,オートバイ盗,船橋東,前原交番,122041,千葉県,船橋市,中野木１丁目,2018-05-26,16,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,三山交番,122041,千葉県,船橋市,三山２丁目,2018-08-18,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,三山交番,122041,千葉県,船橋市,三山６丁目,2018-10-25,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,田喜野井２丁目,2018-05-27,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,習志野１丁目,2017-10-28,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,二宮２丁目,2018-08-29,18,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,薬円台３丁目,2018-01-28,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,滝台１丁目,2018-09-17,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,古和釜駐在所,122041,千葉県,船橋市,古和釜町,2018-10-07,06,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,泉,2018-02-02,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,栄,2018-12-07,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,台田２丁目,2018-02-04,13,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木５丁目,2018-01-21,01,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台４丁目,2018-08-15,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,湖北台交番,122220,千葉県,我孫子市,中峠,2018-06-01,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,つくし野交番,122220,千葉県,我孫子市,久寺家,2018-10-03,11,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台１丁目,2018-02-05,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,天王台交番,122220,千葉県,我孫子市,南青山,2018-05-28,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,布佐駅前交番,122220,千葉県,我孫子市,江蔵地,2018-11-07,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,新木駅前交番,122220,千葉県,我孫子市,南新木３丁目,2018-03-24,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,大金平５丁目,2018-05-10,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,幸田２丁目,2018-07-18,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,小金,2018-06-01,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,小金清志町２丁目,2018-06-01,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,小金原６丁目,2018-04-30,23,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,中金杉１丁目,2018-12-01,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,中金杉５丁目,2018-05-01,22,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,金ケ作,2018-04-24,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,久保平賀,2018-05-21,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原２丁目,2018-05-05,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原２丁目,2018-05-12,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-01-15,18,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-03-30,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-06-12,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-06-16,17,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-06-24,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-08-07,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原３丁目,2018-11-10,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原４丁目,2018-04-03,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原４丁目,2018-06-13,19,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原４丁目,2018-06-27,20,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原４丁目,2018-10-23,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原６丁目,2018-05-10,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原６丁目,2018-07-26,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原７丁目,不明,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原７丁目,2018-05-20,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原９丁目,2018-10-19,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原９丁目,2018-11-19,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,根木内,2018-05-03,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2018-12-21,20,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,金ケ作,2018-06-20,19,一戸建住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平２丁目,2017-12-31,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平２丁目,2018-07-24,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平３丁目,不明,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平４丁目,2018-01-24,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平４丁目,2018-06-30,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,馬橋交番,122076,千葉県,松戸市,八ケ崎５丁目,2016-05-10,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,馬橋交番,122076,千葉県,松戸市,八ケ崎６丁目,2018-02-25,10,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,馬橋交番,122076,千葉県,松戸市,二ツ木,2018-04-29,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,馬橋交番,122076,千葉県,松戸市,二ツ木,2018-04-29,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六高台２丁目,2018-07-19,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六高台２丁目,2018-09-17,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六高台２丁目,2018-10-08,11,一戸建住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六高台３丁目,2018-09-25,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六実５丁目,2017-09-15,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六実５丁目,2018-06-20,01,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六実６丁目,2018-05-11,21,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六実６丁目,2018-08-22,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,運河交番,122203,千葉県,流山市,大字東深井,2018-07-22,03,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,流山中央交番,122203,千葉県,流山市,流山９丁目,2018-08-31,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山中央交番,122203,千葉県,流山市,加１丁目,2018-08-21,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山中央交番,122203,千葉県,流山市,加１丁目,2018-11-07,08,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山中央交番,122203,千葉県,流山市,三輪野山１丁目,2014-05-20,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山中央交番,122203,千葉県,流山市,三輪野山１丁目,2018-08-20,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,初石交番,122203,千葉県,流山市,青田,2018-11-03,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,初石交番,122203,千葉県,流山市,野々下６丁目,2018-04-15,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,初石交番,122203,千葉県,流山市,東初石３丁目,2018-09-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,南流山２丁目,2018-07-26,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,南流山７丁目,2018-09-26,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,南流山７丁目,2018-09-26,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,南流山８丁目,2018-05-08,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,南流山８丁目,2018-08-28,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,鰭ケ崎,2017-03-02,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,市野谷,2018-05-02,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,西初石６丁目,2018-07-14,17,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,野々下５丁目,2018-05-04,01,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山セントラルパーク駅前駐在所,122203,千葉県,流山市,後平井,2018-11-20,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,流山セントラルパーク駅前駐在所,122203,千葉県,流山市,前平井,2018-01-20,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉台３丁目,2018-05-10,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉台４丁目,2018-03-21,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉台６丁目,2018-07-18,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,みつわ台２丁目,2018-01-21,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木２丁目,2018-08-10,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木２丁目,2018-11-05,17,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,なし
窃盗,オートバイ盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木４丁目,2018-06-26,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木北３丁目,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,御成台２丁目,2018-10-14,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,金親町,2018-10-15,02,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台北１丁目,2018-08-17,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台北１丁目,2018-09-24,21,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台北３丁目,2014-11-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台西３丁目,2016-01-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,高品町,2018-03-26,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,都賀３丁目,2018-05-14,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,都賀３丁目,2018-08-12,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,都賀３丁目,2018-09-06,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,都賀５丁目,2018-08-24,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,西都賀２丁目,2018-06-16,09,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,西都賀２丁目,2018-08-07,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,西都賀３丁目,2018-06-25,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,原町,2018-11-22,18,一戸建住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,東寺山町,2018-06-07,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,東寺山町,2018-11-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台２丁目,2018-03-21,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台２丁目,2018-09-22,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台３丁目,2018-08-01,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台３丁目,2018-08-15,19,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台３丁目,2018-09-09,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台５丁目,2017-12-31,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台５丁目,2018-03-20,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台５丁目,2018-08-15,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,若松交番,121045,千葉県,千葉市若葉区,若松町,2018-10-24,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,坂月駐在所,121045,千葉県,千葉市若葉区,川井町,2018-10-14,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,中田駐在所,121045,千葉県,千葉市若葉区,中田町,2018-09-22,20,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,丸山３丁目,2018-05-11,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,東道野辺４丁目,2018-05-04,13,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,東道野辺６丁目,2018-08-01,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,東初富４丁目,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,南鎌ケ谷４丁目,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,くぬぎ山２丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,くぬぎ山３丁目,2018-02-23,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,富岡２丁目,2018-05-24,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-05-22,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-08-02,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,2018-08-10,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,2018-08-20,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷１丁目,不明,不明,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷１丁目,2018-09-08,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
